locus_tag	source_pgap	type_pgap	start_pgap	end_pgap	score_pgap	strand_pgap	phase_pgap	attributes_pgap	product_pgap	seed_ortholog_eggnog	evalue_eggnog	score_eggnog	eggNOG_OGs_eggnog	max_annot_lvl_eggnog	COG_category_eggnog	Description_eggnog	Preferred_name_eggnog	GOs_eggnog	EC_eggnog	KEGG_ko_eggnog	KEGG_Pathway_eggnog	KEGG_Module_eggnog	KEGG_Reaction_eggnog	KEGG_rclass_eggnog	BRITE_eggnog	KEGG_TC_eggnog	CAZy_eggnog	BiGG_Reaction_eggnog	PFAMs_eggnog	GenomeID_transapp	FID_transapp	Subfamily_transapp	Substrate/Function_transapp	ID_tcdb_org_transapp	KO_blastkoala	KO_definition_blastkoala
pgaptmp_003064	Protein Homology	CDS	20345	21484		+	0	ID=cds-pgaptmp_003064;Parent=gene-pgaptmp_003064;Name=extdb:pgaptmp_003064;Ontology_term=GO:0016627;gbkey=CDS;go_function=oxidoreductase activity%2C acting on the CH-CH group of donors|0016627||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009297099.1;locus_tag=pgaptmp_003064;product=acyl-CoA dehydrogenase family protein;protein_id=extdb:pgaptmp_003064;transl_table=11	acyl-CoA dehydrogenase family protein	742741.HMPREF9475_02950	3.79E-272	744	COG1960@1|root,COG1960@2|Bacteria,1TP57@1239|Firmicutes,247UB@186801|Clostridia,221XG@1506553|Lachnoclostridium	186801|Clostridia	I	Acyl-CoA dehydrogenase, C-terminal domain			1.3.8.1	ko:K00248	ko00071,ko00280,ko00650,ko01100,ko01110,ko01120,ko01200,ko01212,map00071,map00280,map00650,map01100,map01110,map01120,map01200,map01212		R01175,R01178,R02661,R03172,R04751	RC00052,RC00068,RC00076,RC00120,RC00148	ko00000,ko00001,ko01000				Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N						K00248	ACADS, bcd; butyryl-CoA dehydrogenase [EC:1.3.8.1]
pgaptmp_003065	Protein Homology	CDS	21846	22268		+	0	ID=cds-pgaptmp_003065;Parent=gene-pgaptmp_003065;Name=extdb:pgaptmp_003065;Ontology_term=GO:0006355,GO:0003700;gbkey=CDS;go_function=DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003509603.1;locus_tag=pgaptmp_003065;product=MarR family winged helix-turn-helix transcriptional regulator;protein_id=extdb:pgaptmp_003065;transl_table=11	MarR family winged helix-turn-helix transcriptional regulator	742741.HMPREF9475_02951	3.84E-94	275	COG1846@1|root,COG1846@2|Bacteria,1VBQ9@1239|Firmicutes,24P4Y@186801|Clostridia	186801|Clostridia	K	PFAM regulatory protein, MarR													MarR							
pgaptmp_003066	Protein Homology	CDS	22324	23040		+	0	ID=cds-pgaptmp_003066;Parent=gene-pgaptmp_003066;Name=extdb:pgaptmp_003066;Ontology_term=GO:0009055;gbkey=CDS;go_function=electron transfer activity|0009055||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003502763.1;locus_tag=pgaptmp_003066;product=electron transfer flavoprotein subunit beta/FixA family protein;protein_id=extdb:pgaptmp_003066;transl_table=11	electron transfer flavoprotein subunit beta/FixA family protein	742741.HMPREF9475_02952	9.03E-167	467	COG2086@1|root,COG2086@2|Bacteria,1TQA0@1239|Firmicutes,247K9@186801|Clostridia	186801|Clostridia	C	electron transfer flavoprotein	etfB			ko:K03521					ko00000				ETF						K03521	fixA, etfB; electron transfer flavoprotein beta subunit
pgaptmp_003067	Protein Homology	CDS	23059	24087		+	0	ID=cds-pgaptmp_003067;Parent=gene-pgaptmp_003067;Name=extdb:pgaptmp_003067;Ontology_term=GO:0009055,GO:0050660;gbkey=CDS;go_function=electron transfer activity|0009055||IEA,flavin adenine dinucleotide binding|0050660||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009297101.1;locus_tag=pgaptmp_003067;product=electron transfer flavoprotein subunit alpha/FixB family protein;protein_id=extdb:pgaptmp_003067;transl_table=11	electron transfer flavoprotein subunit alpha/FixB family protein	742741.HMPREF9475_02953	7.24E-240	660	COG2025@1|root,COG2025@2|Bacteria,1TPC8@1239|Firmicutes,247NF@186801|Clostridia,21Y3W@1506553|Lachnoclostridium	186801|Clostridia	C	Electron transfer flavoprotein FAD-binding domain	etfA		1.3.1.108	ko:K03522,ko:K22432					ko00000,ko01000,ko04147				ETF,ETF_alpha						K03522	fixB, etfA; electron transfer flavoprotein alpha subunit
pgaptmp_003068	Protein Homology	CDS	24283	25626		+	0	ID=cds-pgaptmp_003068;Parent=gene-pgaptmp_003068;Name=extdb:pgaptmp_003068;Ontology_term=GO:0019605,GO:0008410;gbkey=CDS;go_function=CoA-transferase activity|0008410||IEA;go_process=butyrate metabolic process|0019605||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003509608.1;locus_tag=pgaptmp_003068;product=butyryl-CoA:acetate CoA-transferase;protein_id=extdb:pgaptmp_003068;transl_table=11	butyryl-CoA:acetate CoA-transferase	742740.HMPREF9474_03383	0	902	COG0427@1|root,COG0427@2|Bacteria,1TPHC@1239|Firmicutes,247V0@186801|Clostridia,220DE@1506553|Lachnoclostridium	186801|Clostridia	C	Acetyl-CoA hydrolase/transferase C-terminal domain	cat												AcetylCoA_hyd_C,AcetylCoA_hydro							
pgaptmp_003069	Protein Homology	CDS	25821	26261		-	0	ID=cds-pgaptmp_003069;Parent=gene-pgaptmp_003069;Name=extdb:pgaptmp_003069;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009297102.1;locus_tag=pgaptmp_003069;product=hypothetical protein;protein_id=extdb:pgaptmp_003069;transl_table=11	hypothetical protein	742741.HMPREF9475_02955	9.55E-105	302	2DPHI@1|root,3323M@2|Bacteria,1UK5U@1239|Firmicutes,24NFG@186801|Clostridia,223SG@1506553|Lachnoclostridium	186801|Clostridia																						
pgaptmp_003070	Protein Homology	CDS	26280	27563		-	0	ID=cds-pgaptmp_003070;Parent=gene-pgaptmp_003070;Name=extdb:pgaptmp_003070;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003502757.1;locus_tag=pgaptmp_003070;product=2-hydroxycarboxylate transporter family protein;protein_id=extdb:pgaptmp_003070;transl_table=11	2-hydroxycarboxylate transporter family protein	742741.HMPREF9475_02956	3.5E-295	807	COG3493@1|root,COG3493@2|Bacteria,1TR97@1239|Firmicutes,24BDA@186801|Clostridia,2221S@1506553|Lachnoclostridium	186801|Clostridia	U	2-hydroxycarboxylate transporter family	citP			ko:K11616	ko02020,map02020				ko00000,ko00001	2.A.24.2			2HCT	cc11824	2-HCT		sodium ion:citrate/malate symporter	2.A.24	K11616	maeN; malate:Na+ symporter
pgaptmp_003071	Protein Homology	CDS	27809	28237		+	0	ID=cds-pgaptmp_003071;Parent=gene-pgaptmp_003071;Name=extdb:pgaptmp_003071;Ontology_term=GO:0006355,GO:0003700;gbkey=CDS;go_function=DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003502755.1;locus_tag=pgaptmp_003071;product=MarR family winged helix-turn-helix transcriptional regulator;protein_id=extdb:pgaptmp_003071;transl_table=11	MarR family winged helix-turn-helix transcriptional regulator	742741.HMPREF9475_02957	1.62E-96	281	COG1846@1|root,COG1846@2|Bacteria,1VJU1@1239|Firmicutes,24SJ4@186801|Clostridia,220BY@1506553|Lachnoclostridium	186801|Clostridia	K	Winged helix DNA-binding domain													HTH_27,MarR,MarR_2						K22489	hosA; MarR family transcriptional regulator, temperature-dependent positive regulator of motility
pgaptmp_003072	Protein Homology	CDS	28230	29588		+	0	ID=cds-pgaptmp_003072;Parent=gene-pgaptmp_003072;Name=extdb:pgaptmp_003072;Ontology_term=GO:0015297,GO:0005886;gbkey=CDS;go_component=plasma membrane|0005886||IEA;go_function=antiporter activity|0015297||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003509613.1;locus_tag=pgaptmp_003072;product=MATE family efflux transporter;protein_id=extdb:pgaptmp_003072;transl_table=11	MATE family efflux transporter	742741.HMPREF9475_02958	1.62E-305	848	COG0534@1|root,COG0534@2|Bacteria,1TNZN@1239|Firmicutes,247YX@186801|Clostridia,21ZCC@1506553|Lachnoclostridium	186801|Clostridia	V	Polysaccharide biosynthesis C-terminal domain													MatE	cc11824	MOP	MATE	multidrug efflux	2.A.66	K26937	dinF, mepA, vmrA; MATE family, multidrug efflux pump
pgaptmp_003073	Protein Homology	CDS	29733	30698		-	0	ID=cds-pgaptmp_003073;Parent=gene-pgaptmp_003073;Name=extdb:pgaptmp_003073;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003509616.1;locus_tag=pgaptmp_003073;product=2-hydroxyacid dehydrogenase;protein_id=extdb:pgaptmp_003073;transl_table=11	2-hydroxyacid dehydrogenase	742741.HMPREF9475_02959	9.65E-229	630	COG1052@1|root,COG1052@2|Bacteria,1TPCX@1239|Firmicutes,25F0C@186801|Clostridia,223ZV@1506553|Lachnoclostridium	186801|Clostridia	C	D-isomer specific 2-hydroxyacid dehydrogenase, catalytic domain			1.1.1.26,1.1.1.310,1.1.1.399,1.1.1.95	ko:K00015,ko:K00058,ko:K16843	ko00260,ko00270,ko00630,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00260,map00270,map00630,map00680,map01100,map01110,map01120,map01130,map01200,map01230	M00020	R00717,R01388,R01513,R05693	RC00031,RC00042	ko00000,ko00001,ko00002,ko01000,ko04147				2-Hacid_dh,2-Hacid_dh_C,ACT						K00058	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]
pgaptmp_003074	Protein Homology	CDS	30758	31756		-	0	ID=cds-pgaptmp_003074;Parent=gene-pgaptmp_003074;Name=extdb:pgaptmp_003074;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009297106.1;locus_tag=pgaptmp_003074;product=4-hydroxy-2-oxovalerate aldolase;protein_id=extdb:pgaptmp_003074;transl_table=11	4-hydroxy-2-oxovalerate aldolase	742741.HMPREF9475_02960	6.16E-236	649	COG0119@1|root,COG0119@2|Bacteria,1VBH8@1239|Firmicutes,24PAQ@186801|Clostridia	186801|Clostridia	E	HMGL-like													DmpG_comm,HMGL-like						K01666	mhpE; 4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39]
pgaptmp_003075	Protein Homology	CDS	31776	33095		-	0	ID=cds-pgaptmp_003075;Parent=gene-pgaptmp_003075;Name=extdb:pgaptmp_003075;Ontology_term=GO:0015813,GO:0015501,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=glutamate:sodium symporter activity|0015501||IEA;go_process=L-glutamate transmembrane transport|0015813||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003502748.1;locus_tag=pgaptmp_003075;product=sodium/glutamate symporter;protein_id=extdb:pgaptmp_003075;transl_table=11	sodium/glutamate symporter	742741.HMPREF9475_02961	7.57E-305	860	COG0786@1|root,COG0786@2|Bacteria,1U36J@1239|Firmicutes,24AHM@186801|Clostridia,21ZI7@1506553|Lachnoclostridium	186801|Clostridia	E	Sodium/glutamate symporter													Glt_symporter	cc11824	ESS		sodium ion:glutamate symporter	2.A.27	K03312	gltS; glutamate:Na+ symporter, ESS family
pgaptmp_003076	Protein Homology	CDS	33223	34209		+	0	ID=cds-pgaptmp_003076;Parent=gene-pgaptmp_003076;Name=extdb:pgaptmp_003076;Ontology_term=GO:0006355,GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003502746.1;locus_tag=pgaptmp_003076;product=LysR family transcriptional regulator;protein_id=extdb:pgaptmp_003076;transl_table=11	LysR family transcriptional regulator	742741.HMPREF9475_02962	3.31E-238	654	COG0583@1|root,COG0583@2|Bacteria	2|Bacteria	K	DNA-binding transcription factor activity													HTH_1,LysR_substrate							
pgaptmp_003077	Protein Homology	CDS	35591	37675		-	0	ID=cds-pgaptmp_003077;Parent=gene-pgaptmp_003077;Name=extdb:pgaptmp_003077;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_002567270.1;locus_tag=pgaptmp_003077;product=sodium-translocating pyrophosphatase;protein_id=extdb:pgaptmp_003077;transl_table=11	sodium-translocating pyrophosphatase	742741.HMPREF9475_02963	0	1259	COG3808@1|root,COG3808@2|Bacteria,1TNZI@1239|Firmicutes,248KS@186801|Clostridia,21XNR@1506553|Lachnoclostridium	186801|Clostridia	C	Sodium pump that utilizes the energy of pyrophosphate hydrolysis as the driving force for Na( ) movement across the membrane	hppA		3.6.1.1	ko:K15987	ko00190,map00190				ko00000,ko00001,ko01000	3.A.10.1			H_PPase	cc11824	H+-PPase		proton (vacuolar)	3.A.10	K15987	hppA; K(+)-stimulated pyrophosphate-energized sodium pump [EC:7.2.3.1]
pgaptmp_003078	Protein Homology	CDS	37947	38450		-	0	ID=cds-pgaptmp_003078;Parent=gene-pgaptmp_003078;Name=extdb:pgaptmp_003078;Ontology_term=GO:0032784,GO:0003677,GO:0070063;gbkey=CDS;gene=greA;go_function=DNA binding|0003677||IEA,RNA polymerase binding|0070063||IEA;go_process=regulation of DNA-templated transcription elongation|0032784||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_006859632.1;locus_tag=pgaptmp_003078;product=transcription elongation factor GreA;protein_id=extdb:pgaptmp_003078;transl_table=11	transcription elongation factor GreA	742740.HMPREF9474_03373	9.82E-108	311	COG0782@1|root,COG0782@2|Bacteria,1V1G3@1239|Firmicutes,24FRJ@186801|Clostridia,2205H@1506553|Lachnoclostridium	186801|Clostridia	K	Necessary for efficient RNA polymerase transcription elongation past template-encoded arresting sites. The arresting sites in DNA have the property of trapping a certain fraction of elongating RNA polymerases that pass through, resulting in locked ternary complexes. Cleavage of the nascent transcript by cleavage factors such as GreA or GreB allows the resumption of elongation from the new 3'terminus. GreA releases sequences of 2 to 3 nucleotides	greA_2			ko:K03624					ko00000,ko03021				GreA_GreB,GreA_GreB_N						K03624	greA; transcription elongation factor GreA
pgaptmp_003079	Protein Homology	CDS	38588	39940		-	0	ID=cds-pgaptmp_003079;Parent=gene-pgaptmp_003079;Name=extdb:pgaptmp_003079;Ontology_term=GO:0005975,GO:0009252,GO:0000287,GO:0008966;gbkey=CDS;gene=glmM;go_function=magnesium ion binding|0000287||IEA,phosphoglucosamine mutase activity|0008966||IEA;go_process=carbohydrate metabolic process|0005975||IEA,peptidoglycan biosynthetic process|0009252||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_002595901.1;locus_tag=pgaptmp_003079;product=phosphoglucosamine mutase;protein_id=extdb:pgaptmp_003079;transl_table=11	phosphoglucosamine mutase	742741.HMPREF9475_02965	0	887	COG1109@1|root,COG1109@2|Bacteria,1TP1X@1239|Firmicutes,2499P@186801|Clostridia,21XSV@1506553|Lachnoclostridium	186801|Clostridia	G	Catalyzes the conversion of glucosamine-6-phosphate to glucosamine-1-phosphate	glmM		5.4.2.10	ko:K03431	ko00520,ko01100,ko01130,map00520,map01100,map01130		R02060	RC00408	ko00000,ko00001,ko01000				PGM_PMM_I,PGM_PMM_II,PGM_PMM_III,PGM_PMM_IV						K03431	glmM; phosphoglucosamine mutase [EC:5.4.2.10]
pgaptmp_003080	Protein Homology	CDS	40033	40893		-	0	ID=cds-pgaptmp_003080;Parent=gene-pgaptmp_003080;Name=extdb:pgaptmp_003080;Ontology_term=GO:0009243,GO:0019305,GO:0008831;gbkey=CDS;gene=rfbD;go_function=dTDP-4-dehydrorhamnose reductase activity|0008831||IEA;go_process=O antigen biosynthetic process|0009243||IEA,dTDP-rhamnose biosynthetic process|0019305||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003502739.1;locus_tag=pgaptmp_003080;product=dTDP-4-dehydrorhamnose reductase;protein_id=extdb:pgaptmp_003080;transl_table=11	dTDP-4-dehydrorhamnose reductase	742741.HMPREF9475_02966	1.93E-209	578	COG1091@1|root,COG1091@2|Bacteria,1TP71@1239|Firmicutes,247PG@186801|Clostridia,21XY7@1506553|Lachnoclostridium	186801|Clostridia	M	Catalyzes the reduction of dTDP-6-deoxy-L-lyxo-4- hexulose to yield dTDP-L-rhamnose	rfbD		1.1.1.133,5.1.3.13	ko:K00067,ko:K01790	ko00521,ko00523,ko01130,map00521,map00523,map01130	M00793	R02777,R06514	RC00182,RC01531	ko00000,ko00001,ko00002,ko01000				RmlD_sub_bind						K00067	rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]
pgaptmp_003081	Protein Homology	CDS	40906	41928		-	0	ID=cds-pgaptmp_003081;Parent=gene-pgaptmp_003081;Name=extdb:pgaptmp_003081;Ontology_term=GO:0009225,GO:0019305,GO:0008460;gbkey=CDS;gene=rfbB;go_function=dTDP-glucose 4%2C6-dehydratase activity|0008460||IEA;go_process=nucleotide-sugar metabolic process|0009225||IEA,dTDP-rhamnose biosynthetic process|0019305||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_002568333.1;locus_tag=pgaptmp_003081;product=dTDP-glucose 4%2C6-dehydratase;protein_id=extdb:pgaptmp_003081;transl_table=11	dTDP-glucose 4%2C6-dehydratase	742741.HMPREF9475_02967	8.05E-261	712	COG1088@1|root,COG1088@2|Bacteria,1TPWM@1239|Firmicutes,247NE@186801|Clostridia,21XP7@1506553|Lachnoclostridium	186801|Clostridia	M	Belongs to the NAD(P)-dependent epimerase dehydratase family. dTDP-glucose dehydratase subfamily	rfbB		4.2.1.46	ko:K01710	ko00521,ko00523,ko00525,ko01055,ko01130,map00521,map00523,map00525,map01055,map01130	M00793	R06513	RC00402	ko00000,ko00001,ko00002,ko01000				GDP_Man_Dehyd						K01710	rfbB, rmlB, rffG; dTDP-glucose 4,6-dehydratase [EC:4.2.1.46]
pgaptmp_003082	Protein Homology	CDS	41965	42858		-	0	ID=cds-pgaptmp_003082;Parent=gene-pgaptmp_003082;Name=extdb:pgaptmp_003082;Ontology_term=GO:0000271,GO:0019305,GO:0008879;gbkey=CDS;gene=rfbA;go_function=glucose-1-phosphate thymidylyltransferase activity|0008879||IEA;go_process=polysaccharide biosynthetic process|0000271||IEA,dTDP-rhamnose biosynthetic process|0019305||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003502735.1;locus_tag=pgaptmp_003082;product=glucose-1-phosphate thymidylyltransferase RfbA;protein_id=extdb:pgaptmp_003082;transl_table=11	glucose-1-phosphate thymidylyltransferase RfbA	742741.HMPREF9475_02968	1.08E-216	597	COG1209@1|root,COG1209@2|Bacteria,1V301@1239|Firmicutes,247XE@186801|Clostridia,21YKZ@1506553|Lachnoclostridium	186801|Clostridia	H	Catalyzes the formation of dTDP-glucose, from dTTP and glucose 1-phosphate, as well as its pyrophosphorolysis	rfbA		2.7.7.24	ko:K00973	ko00521,ko00523,ko00525,ko01130,map00521,map00523,map00525,map01130	M00793	R02328	RC00002	ko00000,ko00001,ko00002,ko01000				NTP_transferase						K00973	rfbA, rmlA, rffH; glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]
pgaptmp_003083	Protein Homology	CDS	43095	43943		-	0	ID=cds-pgaptmp_003083;Parent=gene-pgaptmp_003083;Name=extdb:pgaptmp_003083;Ontology_term=GO:0016485,GO:0045184,GO:0004197;gbkey=CDS;gene=srtB;go_function=cysteine-type endopeptidase activity|0004197||IEA;go_process=protein processing|0016485||IEA,establishment of protein localization|0045184||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009297112.1;locus_tag=pgaptmp_003083;product=class B sortase;protein_id=extdb:pgaptmp_003083;transl_table=11	class B sortase	742741.HMPREF9475_02969	2.39E-181	506	COG4509@1|root,COG4509@2|Bacteria,1V3YH@1239|Firmicutes,24IJ2@186801|Clostridia,21ZWX@1506553|Lachnoclostridium	186801|Clostridia	S	Sortase family			3.4.22.70	ko:K08600					ko00000,ko01000,ko01002,ko01011				Sortase						K08600	srtB; sortase B [EC:3.4.22.71]
pgaptmp_003084	Protein Homology	CDS	44019	44279		-	0	ID=cds-pgaptmp_003084;Parent=gene-pgaptmp_003084;Name=extdb:pgaptmp_003084;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009297113.1;locus_tag=pgaptmp_003084;product=DUF2164 domain-containing protein;protein_id=extdb:pgaptmp_003084;transl_table=11	DUF2164 domain-containing protein	742741.HMPREF9475_02970	6.29E-48	153	2CQNX@1|root,32SMH@2|Bacteria,1UHMF@1239|Firmicutes,24PB7@186801|Clostridia,223EY@1506553|Lachnoclostridium	186801|Clostridia	S	Uncharacterized conserved protein (DUF2164)													DUF2164							
pgaptmp_003085	Protein Homology	CDS	44842	45420		-	0	ID=cds-pgaptmp_003085;Parent=gene-pgaptmp_003085;Name=extdb:pgaptmp_003085;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009297114.1;locus_tag=pgaptmp_003085;product=helix-turn-helix domain-containing protein;protein_id=extdb:pgaptmp_003085;transl_table=11	helix-turn-helix domain-containing protein	742741.HMPREF9475_02971	9.29E-143	402	COG1395@1|root,COG1395@2|Bacteria,1UY6T@1239|Firmicutes,24FX9@186801|Clostridia,220BX@1506553|Lachnoclostridium	186801|Clostridia	K	Helix-turn-helix XRE-family like proteins													Desulfoferrodox,HTH_3							
pgaptmp_003086	Protein Homology	CDS	45485	46219		-	0	ID=cds-pgaptmp_003086;Parent=gene-pgaptmp_003086;Name=extdb:pgaptmp_003086;Ontology_term=GO:0032259,GO:0008168,GO:1904047;gbkey=CDS;go_function=methyltransferase activity|0008168||IEA,S-adenosyl-L-methionine binding|1904047||IEA;go_process=methylation|0032259||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003509629.1;locus_tag=pgaptmp_003086;product=class I SAM-dependent methyltransferase;protein_id=extdb:pgaptmp_003086;transl_table=11	class I SAM-dependent methyltransferase	742741.HMPREF9475_02972	5.69E-181	503	COG0500@1|root,COG2226@2|Bacteria,1TR6N@1239|Firmicutes,2494W@186801|Clostridia,21YVX@1506553|Lachnoclostridium	186801|Clostridia	Q	Protein of unknown function (DUF1698)													Methyltransf_11							
pgaptmp_003087	Protein Homology	CDS	46206	46601		-	0	ID=cds-pgaptmp_003087;Parent=gene-pgaptmp_003087;Name=extdb:pgaptmp_003087;Ontology_term=GO:0003677;gbkey=CDS;go_function=DNA binding|0003677||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_009297116.1;locus_tag=pgaptmp_003087;product=MmcQ/YjbR family DNA-binding protein;protein_id=extdb:pgaptmp_003087;transl_table=11	MmcQ/YjbR family DNA-binding protein	742741.HMPREF9475_02973	8.92E-100	288	COG2315@1|root,COG2315@2|Bacteria,1VVT6@1239|Firmicutes,25EAU@186801|Clostridia,220ET@1506553|Lachnoclostridium	186801|Clostridia	L	YjbR	ogt												DNA_binding_1,YjbR							
pgaptmp_003088	Protein Homology	CDS	46799	47872		-	0	ID=cds-pgaptmp_003088;Parent=gene-pgaptmp_003088;Name=extdb:pgaptmp_003088;Ontology_term=GO:0006415,GO:0003747;gbkey=CDS;gene=prfA;go_function=translation release factor activity|0003747||IEA;go_process=translational termination|0006415||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003502720.1;locus_tag=pgaptmp_003088;product=peptide chain release factor 1;protein_id=extdb:pgaptmp_003088;transl_table=11	peptide chain release factor 1	742741.HMPREF9475_02974	1.78E-243	670	COG0216@1|root,COG0216@2|Bacteria,1TQ7V@1239|Firmicutes,248CN@186801|Clostridia,21Y99@1506553|Lachnoclostridium	186801|Clostridia	J	Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA	prfA			ko:K02835					ko00000,ko03012				PCRF,RF-1						K02835	prfA, MTRF1, MRF1; peptide chain release factor 1
