locus_tag	seqid_pgap	source_pgap	type_pgap	start_pgap	end_pgap	score_pgap	strand_pgap	phase_pgap	attributes_pgap	product_pgap	seed_ortholog_eggnog	evalue_eggnog	score_eggnog	eggNOG_OGs_eggnog	max_annot_lvl_eggnog	COG_category_eggnog	Description_eggnog	Preferred_name_eggnog	GOs_eggnog	EC_eggnog	KEGG_ko_eggnog	KEGG_Pathway_eggnog	KEGG_Module_eggnog	KEGG_Reaction_eggnog	KEGG_rclass_eggnog	BRITE_eggnog	KEGG_TC_eggnog	CAZy_eggnog	BiGG_Reaction_eggnog	PFAMs_eggnog	GenomeID_transapp	FID_transapp	Subfamily_transapp	Substrate/Function_transapp	ID_tcdb_org_transapp	KO_blastkoala	KO_definition_blastkoala
pgaptmp_002248	contig68	Protein Homology	CDS	6216	6686		-	0	ID=cds-pgaptmp_002248;Parent=gene-pgaptmp_002248;Name=extdb:pgaptmp_002248;Ontology_term=GO:0008643,GO:0009401,GO:0016310,GO:1902495;gbkey=CDS;go_component=transmembrane transporter complex|1902495||IEA;go_process=carbohydrate transport|0008643||IEA,phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA,phosphorylation|0016310||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003567928.1;locus_tag=pgaptmp_002248;product=PTS sugar transporter subunit IIA;protein_id=extdb:pgaptmp_002248;transl_table=11	PTS sugar transporter subunit IIA	543734.LCABL_28540	1.34E-104	302	COG2893@1|root,COG2893@2|Bacteria,1W0I6@1239|Firmicutes	1239|Firmicutes	G	PTS system fructose IIA component				ko:K02744	ko00052,ko02060,map00052,map02060	M00277,M00287	R08366,R08367	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.6.1.4,4.A.6.1.5			EIIA-man	ll11825	SSPTS	EnzymeIIA	mannose/fructose	4.A	K02744	agaF; N-acetylgalactosamine PTS system EIIA component [EC:2.7.1.-]
pgaptmp_002249	contig68	Protein Homology	CDS	6806	7621		-	0	ID=cds-pgaptmp_002249;Parent=gene-pgaptmp_002249;Name=extdb:pgaptmp_002249;Ontology_term=GO:0008643,GO:0009401,GO:0016310,GO:0016301,GO:1902495;gbkey=CDS;go_component=transmembrane transporter complex|1902495||IEA;go_function=kinase activity|0016301||IEA;go_process=carbohydrate transport|0008643||IEA,phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA,phosphorylation|0016310||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_019898856.1;locus_tag=pgaptmp_002249;product=PTS system mannose/fructose/sorbose family transporter subunit IID;protein_id=extdb:pgaptmp_002249;transl_table=11	PTS system mannose/fructose/sorbose family transporter subunit IID	543734.LCABL_28550	3.01E-185	516	COG3716@1|root,COG3716@2|Bacteria,1TSQF@1239|Firmicutes,4HEP4@91061|Bacilli,3F66Y@33958|Lactobacillaceae	91061|Bacilli	G	PTS system mannose/fructose/sorbose family IID component	agaD			ko:K02747	ko00052,ko02060,map00052,map02060	M00277	R08366	RC00017	ko00000,ko00001,ko00002,ko02000	4.A.6.1.4			EIID-AGA	ll11825	SSPTS	EnzymeIID	mannose/fructose	4.A	K02747	agaE; N-acetylgalactosamine PTS system EIID component
pgaptmp_002250	contig68	Protein Homology	CDS	7611	8423		-	0	ID=cds-pgaptmp_002250;Parent=gene-pgaptmp_002250;Name=extdb:pgaptmp_002250;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016364848.1;locus_tag=pgaptmp_002250;product=PTS mannose/fructose/sorbose/N-acetylgalactosamine transporter subunit IIC;protein_id=extdb:pgaptmp_002250;transl_table=11	PTS mannose/fructose/sorbose/N-acetylgalactosamine transporter subunit IIC	543734.LCABL_28560	6.29E-182	507	COG3715@1|root,COG3715@2|Bacteria,1TRMS@1239|Firmicutes,4HDP2@91061|Bacilli,3FC9G@33958|Lactobacillaceae	91061|Bacilli	G	PTS system sorbose-specific iic component				ko:K02746	ko00052,ko02060,map00052,map02060	M00277	R08366	RC00017	ko00000,ko00001,ko00002,ko02000	4.A.6.1.4			EII-Sor	ll11825	SSPTS	EnzymeIIC	mannose/fructose	4.A	K02746	agaW; N-acetylgalactosamine PTS system EIIC component
pgaptmp_002251	contig68	Protein Homology	CDS	8576	9076		-	0	ID=cds-pgaptmp_002251;Parent=gene-pgaptmp_002251;Name=extdb:pgaptmp_002251;Ontology_term=GO:0009401,GO:0008982,GO:0005737;gbkey=CDS;go_component=cytoplasm|0005737||IEA;go_function=protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|0008982||IEA;go_process=phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003658805.1;locus_tag=pgaptmp_002251;product=PTS sugar transporter subunit IIB;protein_id=extdb:pgaptmp_002251;transl_table=11	PTS sugar transporter subunit IIB	543734.LCABL_28570	6.01E-115	329	COG3444@1|root,COG3444@2|Bacteria,1V20H@1239|Firmicutes,4HGNG@91061|Bacilli,3FC7T@33958|Lactobacillaceae	91061|Bacilli	G	PTS system sorbose subfamily IIB component				ko:K02745	ko00052,ko02060,map00052,map02060	M00277	R08366	RC00017	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.6.1.4			PTSIIB_sorb	ll11825	SSPTS	EnzymeIIB	mannose/fructose	4.A	K02745	agaV; N-acetylgalactosamine PTS system EIIB component [EC:2.7.1.-]
pgaptmp_002252	contig68	Protein Homology	CDS	9176	10354		-	0	ID=cds-pgaptmp_002252;Parent=gene-pgaptmp_002252;Name=extdb:pgaptmp_002252;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003589148.1;locus_tag=pgaptmp_002252;product=glycoside hydrolase family 88 protein;protein_id=extdb:pgaptmp_002252;transl_table=11	glycoside hydrolase family 88 protein	543734.LCABL_28580	1.67E-293	800	COG4225@1|root,COG4225@2|Bacteria,1TR4A@1239|Firmicutes,4HCM9@91061|Bacilli,3F5YB@33958|Lactobacillaceae	91061|Bacilli	S	Glycosyl Hydrolase Family 88	ugl	GO:0000272,GO:0003674,GO:0003824,GO:0004553,GO:0005975,GO:0005976,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0009405,GO:0015929,GO:0016052,GO:0016787,GO:0016798,GO:0033931,GO:0043170,GO:0044238,GO:0044419,GO:0051704,GO:0052757,GO:0071704,GO:1901575	3.2.1.180	ko:K18581			R10867	RC00049,RC02427	ko00000,ko01000		GH88		Glyco_hydro_88						K18581	ugl; unsaturated chondroitin disaccharide hydrolase [EC:3.2.1.180]
pgaptmp_002253	contig68	Protein Homology	CDS	10351	11181		-	0	ID=cds-pgaptmp_002253;Parent=gene-pgaptmp_002253;Name=extdb:pgaptmp_002253;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_019887695.1;locus_tag=pgaptmp_002253;product=hypothetical protein;protein_id=extdb:pgaptmp_002253;transl_table=11	hypothetical protein	543734.LCABL_28590	1.07E-201	558	2DBRG@1|root,2ZAKM@2|Bacteria,1UQ8F@1239|Firmicutes,4HHHY@91061|Bacilli,3F6PP@33958|Lactobacillaceae	91061|Bacilli	S	Psort location Cytoplasmic, score																				
pgaptmp_002254	contig68	Protein Homology	CDS	11396	12163		+	0	ID=cds-pgaptmp_002254;Parent=gene-pgaptmp_002254;Name=extdb:pgaptmp_002254;Ontology_term=GO:0006355,GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;go_process=regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003662537.1;locus_tag=pgaptmp_002254;product=IclR family transcriptional regulator;protein_id=extdb:pgaptmp_002254;transl_table=11	IclR family transcriptional regulator	543734.LCABL_28600	5.21E-178	496	COG1414@1|root,COG1414@2|Bacteria,1V8YE@1239|Firmicutes,4HIR8@91061|Bacilli,3F4Y3@33958|Lactobacillaceae	91061|Bacilli	K	Bacterial transcriptional regulator													HTH_IclR,IclR							
pgaptmp_002255	contig68	Protein Homology	CDS	12425	13270		+	0	ID=cds-pgaptmp_002255;Parent=gene-pgaptmp_002255;Name=extdb:pgaptmp_002255;Ontology_term=GO:0045490,GO:0008697;gbkey=CDS;gene=kduI;go_function=4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase activity|0008697||IEA;go_process=pectin catabolic process|0045490||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_019887696.1;locus_tag=pgaptmp_002255;product=5-dehydro-4-deoxy-D-glucuronate isomerase;protein_id=extdb:pgaptmp_002255;transl_table=11	5-dehydro-4-deoxy-D-glucuronate isomerase	543734.LCABL_28610	4.38E-208	574	COG3717@1|root,COG3717@2|Bacteria,1TP4X@1239|Firmicutes,4HBJH@91061|Bacilli,3F4U4@33958|Lactobacillaceae	91061|Bacilli	G	Catalyzes the isomerization of 5-dehydro-4-deoxy-D- glucuronate to 3-deoxy-D-glycero-2,5-hexodiulosonate	kduI		5.3.1.17	ko:K01815	ko00040,map00040		R04383	RC00541	ko00000,ko00001,ko01000				KduI						K01815	kduI; 4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17]
pgaptmp_002256	contig68	Protein Homology	CDS	13305	14129		+	0	ID=cds-pgaptmp_002256;Parent=gene-pgaptmp_002256;Name=extdb:pgaptmp_002256;gbkey=CDS;gene=kduD;inference=COORDINATES: similar to AA sequence:RefSeq:WP_019887699.1;locus_tag=pgaptmp_002256;product=2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD;protein_id=extdb:pgaptmp_002256;transl_table=11	2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD	543734.LCABL_28620	7.44E-192	533	COG1028@1|root,COG1028@2|Bacteria,1TPZ8@1239|Firmicutes,4HAMW@91061|Bacilli,3F4N6@33958|Lactobacillaceae	91061|Bacilli	IQ	Dehydrogenases with different specificities (related to short-chain alcohol dehydrogenases)	kduD		1.1.1.127	ko:K00065	ko00040,map00040		R01542	RC00089	ko00000,ko00001,ko01000				adh_short,adh_short_C2						K00065	kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]
pgaptmp_002257	contig68	Protein Homology	CDS	14240	14893		+	0	ID=cds-pgaptmp_002257;Parent=gene-pgaptmp_002257;Name=extdb:pgaptmp_002257;Ontology_term=GO:0016829;gbkey=CDS;go_function=lyase activity|0016829||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_020751767.1;locus_tag=pgaptmp_002257;product=bifunctional 2-keto-4-hydroxyglutarate aldolase/2-keto-3-deoxy-6-phosphogluconate aldolase;protein_id=extdb:pgaptmp_002257;transl_table=11	bifunctional 2-keto-4-hydroxyglutarate aldolase/2-keto-3-deoxy-6-phosphogluconate aldolase	543734.LCABL_28630	2.6E-150	423	COG0800@1|root,COG0800@2|Bacteria,1TS0F@1239|Firmicutes,4HG4G@91061|Bacilli,3F6AY@33958|Lactobacillaceae	91061|Bacilli	G	KDPG and KHG aldolase	eda		4.1.2.14,4.1.3.42	ko:K01625	ko00030,ko00630,ko01100,ko01120,ko01200,map00030,map00630,map01100,map01120,map01200	M00008,M00061,M00308,M00631	R00470,R05605	RC00307,RC00308,RC00435	ko00000,ko00001,ko00002,ko01000				Aldolase						K01625	eda; 2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42]
pgaptmp_002258	contig68	Protein Homology	CDS	14898	15917		+	0	ID=cds-pgaptmp_002258;Parent=gene-pgaptmp_002258;Name=extdb:pgaptmp_002258;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003596400.1;locus_tag=pgaptmp_002258;product=PfkB family carbohydrate kinase;protein_id=extdb:pgaptmp_002258;transl_table=11	PfkB family carbohydrate kinase	543734.LCABL_28640	1.94E-247	679	COG0524@1|root,COG0524@2|Bacteria,1TRRY@1239|Firmicutes,4HT5E@91061|Bacilli,3FC26@33958|Lactobacillaceae	91061|Bacilli	G	pfkB family carbohydrate kinase	kdgK		2.7.1.45	ko:K00874	ko00030,ko01100,ko01120,ko01200,map00030,map01100,map01120,map01200	M00061,M00308,M00631	R01541	RC00002,RC00017	ko00000,ko00001,ko00002,ko01000				PfkB						K00874	kdgK; 2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]
pgaptmp_002259	contig68	Protein Homology	CDS	16020	16664		-	0	ID=cds-pgaptmp_002259;Parent=gene-pgaptmp_002259;Name=extdb:pgaptmp_002259;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003567949.1;locus_tag=pgaptmp_002259;product=DNA alkylation repair protein;protein_id=extdb:pgaptmp_002259;transl_table=11	DNA alkylation repair protein	543734.LCABL_28650	3.42E-149	420	COG4912@1|root,COG4912@2|Bacteria,1V4WB@1239|Firmicutes,4HFXG@91061|Bacilli,3F4B1@33958|Lactobacillaceae	91061|Bacilli	L	DNA alkylation repair enzyme	alkD												DNA_alkylation							
pgaptmp_002260	contig68	Protein Homology	CDS	16733	17422		-	0	ID=cds-pgaptmp_002260;Parent=gene-pgaptmp_002260;Name=extdb:pgaptmp_002260;Ontology_term=GO:0009052,GO:0004751;gbkey=CDS;gene=rpiA;go_function=ribose-5-phosphate isomerase activity|0004751||IEA;go_process=pentose-phosphate shunt%2C non-oxidative branch|0009052||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016388769.1;locus_tag=pgaptmp_002260;product=ribose-5-phosphate isomerase RpiA;protein_id=extdb:pgaptmp_002260;transl_table=11	ribose-5-phosphate isomerase RpiA	543734.LCABL_28660	2.4E-161	452	COG0120@1|root,COG0120@2|Bacteria,1V1DB@1239|Firmicutes,4HFQ7@91061|Bacilli,3F43N@33958|Lactobacillaceae	91061|Bacilli	G	Catalyzes the reversible conversion of ribose-5- phosphate to ribulose 5-phosphate	rpiA		5.3.1.6	ko:K01807	ko00030,ko00710,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007,M00165,M00167,M00580	R01056	RC00434	ko00000,ko00001,ko00002,ko01000				Rib_5-P_isom_A						K01807	rpiA; ribose 5-phosphate isomerase A [EC:5.3.1.6]
pgaptmp_002261	contig68	Protein Homology	CDS	17580	19544		-	0	ID=cds-pgaptmp_002261;Parent=gene-pgaptmp_002261;Name=extdb:pgaptmp_002261;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016388770.1;locus_tag=pgaptmp_002261;product=hypothetical protein;protein_id=extdb:pgaptmp_002261;transl_table=11	hypothetical protein	543734.LCABL_28670	0	1229	COG1807@1|root,COG1807@2|Bacteria,1UYWB@1239|Firmicutes,4HTZD@91061|Bacilli,3F5AG@33958|Lactobacillaceae	91061|Bacilli	M	4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family																				
pgaptmp_002262	contig68	Protein Homology	CDS	19556	20497		-	0	ID=cds-pgaptmp_002262;Parent=gene-pgaptmp_002262;Name=extdb:pgaptmp_002262;Ontology_term=GO:0016757;gbkey=CDS;go_function=glycosyltransferase activity|0016757||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003662522.1;locus_tag=pgaptmp_002262;product=glycosyltransferase family 2 protein;protein_id=extdb:pgaptmp_002262;transl_table=11	glycosyltransferase family 2 protein	543734.LCABL_28680	1.66E-219	606	COG0463@1|root,COG0463@2|Bacteria,1TPR3@1239|Firmicutes,4HC2Z@91061|Bacilli,3F3X7@33958|Lactobacillaceae	91061|Bacilli	M	Glycosyl transferase family 2	ykoT												Glycos_transf_2						K20534	gtrB; polyisoprenyl-phosphate glycosyltransferase [EC:2.4.-.-]
pgaptmp_002263	contig68	Protein Homology	CDS	20499	21170		-	0	ID=cds-pgaptmp_002263;Parent=gene-pgaptmp_002263;Name=extdb:pgaptmp_002263;Ontology_term=GO:0006629,GO:1901137,GO:0016791,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=phosphatase activity|0016791||IEA;go_process=lipid metabolic process|0006629||IEA,carbohydrate derivative biosynthetic process|1901137||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016384635.1;locus_tag=pgaptmp_002263;product=phosphatase PAP2 family protein;protein_id=extdb:pgaptmp_002263;transl_table=11	phosphatase PAP2 family protein	543734.LCABL_28690	4.47E-154	433	COG0671@1|root,COG0671@2|Bacteria,1VY85@1239|Firmicutes,4HXM4@91061|Bacilli,3F4DD@33958|Lactobacillaceae	91061|Bacilli	I	phosphatase			3.6.1.27	ko:K19302	ko00550,map00550		R05627	RC00002	ko00000,ko00001,ko01000,ko01011				PAP2,PAP2_3							
pgaptmp_002264	contig68	Protein Homology	CDS	21160	21816		-	0	ID=cds-pgaptmp_002264;Parent=gene-pgaptmp_002264;Name=extdb:pgaptmp_002264;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016387887.1;locus_tag=pgaptmp_002264;product=VTT domain-containing protein;protein_id=extdb:pgaptmp_002264;transl_table=11	VTT domain-containing protein	543734.LCABL_28700	1.56E-147	416	COG0586@1|root,COG0586@2|Bacteria,1UZ4P@1239|Firmicutes,4HG3F@91061|Bacilli,3F4KG@33958|Lactobacillaceae	91061|Bacilli	S	SNARE-like domain protein				ko:K03975					ko00000				SNARE_assoc						K03975	dedA; membrane-associated protein
pgaptmp_002265	contig68	Protein Homology	CDS	22026	23417		-	0	ID=cds-pgaptmp_002265;Parent=gene-pgaptmp_002265;Name=extdb:pgaptmp_002265;Ontology_term=GO:0007165,GO:0000155,GO:0004673,GO:0005524;gbkey=CDS;go_function=phosphorelay sensor kinase activity|0000155||IEA,protein histidine kinase activity|0004673||IEA,ATP binding|0005524||IEA;go_process=signal transduction|0007165||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016387888.1;locus_tag=pgaptmp_002265;product=sensor histidine kinase;protein_id=extdb:pgaptmp_002265;transl_table=11	sensor histidine kinase	543734.LCABL_28710	8.74E-300	822	COG0642@1|root,COG2205@2|Bacteria,1VU2I@1239|Firmicutes,4HHZT@91061|Bacilli,3F475@33958|Lactobacillaceae	91061|Bacilli	T	Histidine kinase	kinE												HAMP,HATPase_c,HisKA							
pgaptmp_002266	contig68	Protein Homology	CDS	23433	24134		-	0	ID=cds-pgaptmp_002266;Parent=gene-pgaptmp_002266;Name=extdb:pgaptmp_002266;Ontology_term=GO:0000160,GO:0006355,GO:0000156,GO:0003677;gbkey=CDS;go_function=phosphorelay response regulator activity|0000156||IEA,DNA binding|0003677||IEA;go_process=phosphorelay signal transduction system|0000160||IEA,regulation of DNA-templated transcription|0006355||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003606146.1;locus_tag=pgaptmp_002266;product=response regulator transcription factor;protein_id=extdb:pgaptmp_002266;transl_table=11	response regulator transcription factor	543734.LCABL_28720	2.79E-162	454	COG0745@1|root,COG0745@2|Bacteria,1TS81@1239|Firmicutes,4H9NE@91061|Bacilli,3F3JF@33958|Lactobacillaceae	91061|Bacilli	K	Transcriptional regulatory protein, C terminal	llrE												Response_reg,Trans_reg_C							
pgaptmp_002267	contig68	Protein Homology	CDS	24418	25803		-	0	ID=cds-pgaptmp_002267;Parent=gene-pgaptmp_002267;Name=extdb:pgaptmp_002267;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003567965.1;locus_tag=pgaptmp_002267;product=6-phospho-alpha-glucosidase;protein_id=extdb:pgaptmp_002267;transl_table=11	6-phospho-alpha-glucosidase	543734.LCABL_28730	0	932	COG1486@1|root,COG1486@2|Bacteria,1TQ9I@1239|Firmicutes,4H9TM@91061|Bacilli,3F4W5@33958|Lactobacillaceae	91061|Bacilli	G	Family 4 glycosyl hydrolase C-terminal domain			3.2.1.122	ko:K01232	ko00500,map00500		R00837,R00838,R06113	RC00049	ko00000,ko00001,ko01000		GH4		Glyco_hydro_4,Glyco_hydro_4C						K01232	glvA; maltose-6'-phosphate glucosidase [EC:3.2.1.122]
pgaptmp_002268	contig68	Protein Homology	CDS	25938	26360		-	0	ID=cds-pgaptmp_002268;Parent=gene-pgaptmp_002268;Note=incomplete%3B partial in the middle of a contig%3B missing N-terminus;Ontology_term=GO:0009401,GO:0008982;gbkey=CDS;go_function=protein-N(PI)-phosphohistidine-sugar phosphotransferase activity|0008982||IEA;go_process=phosphoenolpyruvate-dependent sugar phosphotransferase system|0009401||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016371069.1;locus_tag=pgaptmp_002268;product=glucose PTS transporter subunit EIIB;pseudo=true;transl_table=11	glucose PTS transporter subunit EIIB	543734.LCABL_28740	3.15E-85	265	COG1263@1|root,COG1264@1|root,COG1263@2|Bacteria,COG1264@2|Bacteria,1TPJ8@1239|Firmicutes,4HA8X@91061|Bacilli,3F44V@33958|Lactobacillaceae	91061|Bacilli	G	phosphotransferase system, EIIB			2.7.1.199,2.7.1.208	ko:K02790,ko:K02791	ko00010,ko00500,ko00520,ko02060,map00010,map00500,map00520,map02060	M00266	R02738,R04111	RC00017,RC03206	ko00000,ko00001,ko00002,ko01000,ko02000	4.A.1.1.3			PTS_EIIB,PTS_EIIC	ll11825	SSPTS	EnzymeIIABC	glucose/maltose/N-acetylglucosamine	4.A		
pgaptmp_002337	contig72	Protein Homology	CDS	1	272		-	0	ID=cds-pgaptmp_002337;Parent=gene-pgaptmp_002337;Name=extdb:pgaptmp_002337;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_012490773.1;locus_tag=pgaptmp_002337;partial=true;product=IS5/IS1182 family transposase;protein_id=extdb:pgaptmp_002337;start_range=.,1;transl_table=11	IS5/IS1182 family transposase	543734.LCABL_22250	1.08E-54	182	COG3039@1|root,COG3039@2|Bacteria,1TRUS@1239|Firmicutes,4HCCQ@91061|Bacilli,3F5ZY@33958|Lactobacillaceae	91061|Bacilli	L	Transposase DDE domain													DDE_Tnp_1_2,DUF772							
pgaptmp_002338	contig72	Protein Homology	CDS	409	981		+	0	ID=cds-pgaptmp_002338;Parent=gene-pgaptmp_002338;Name=extdb:pgaptmp_002338;Ontology_term=GO:0003677,GO:0003700;gbkey=CDS;go_function=DNA binding|0003677||IEA,DNA-binding transcription factor activity|0003700||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016388258.1;locus_tag=pgaptmp_002338;product=PadR family transcriptional regulator;protein_id=extdb:pgaptmp_002338;transl_table=11	PadR family transcriptional regulator	543734.LCABL_29530	5.94E-130	369	COG1695@1|root,COG1695@2|Bacteria,1VEN3@1239|Firmicutes,4HS7A@91061|Bacilli,3F6IE@33958|Lactobacillaceae	91061|Bacilli	K	Transcriptional regulator PadR-like family	laaE												PadR							
pgaptmp_002339	contig72	Protein Homology	CDS	974	2548		+	0	ID=cds-pgaptmp_002339;Parent=gene-pgaptmp_002339;Name=extdb:pgaptmp_002339;Ontology_term=GO:0055085,GO:0022857,GO:0016020;gbkey=CDS;go_component=membrane|0016020||IEA;go_function=transmembrane transporter activity|0022857||IEA;go_process=transmembrane transport|0055085||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_011675007.1;locus_tag=pgaptmp_002339;product=MFS transporter;protein_id=extdb:pgaptmp_002339;transl_table=11	MFS transporter	543734.LCABL_29540	0	996	COG0477@1|root,COG2814@2|Bacteria,1VRVX@1239|Firmicutes,4HV95@91061|Bacilli,3F4T2@33958|Lactobacillaceae	91061|Bacilli	U	the major facilitator superfamily	chaT1			ko:K03446		M00701			ko00000,ko00002,ko02000	2.A.1.3			MFS_1	ll11825	MFS		multidrug efflux (EmrB/QacA subfamily)	2.A.1		
pgaptmp_002340	contig72	Protein Homology	CDS	2789	3292		-	0	ID=cds-pgaptmp_002340;Parent=gene-pgaptmp_002340;Name=extdb:pgaptmp_002340;Ontology_term=GO:0008080,GO:0016746;gbkey=CDS;go_function=N-acetyltransferase activity|0008080||IEA,acyltransferase activity|0016746||IEA;inference=COORDINATES: similar to AA sequence:RefSeq:WP_003581428.1;locus_tag=pgaptmp_002340;product=GNAT family N-acetyltransferase;protein_id=extdb:pgaptmp_002340;transl_table=11	GNAT family N-acetyltransferase	543734.LCABL_29550	1.53E-113	326	COG0454@1|root,COG0454@2|Bacteria,1UHNV@1239|Firmicutes,4IS4R@91061|Bacilli,3F7IJ@33958|Lactobacillaceae	91061|Bacilli	K	Acetyltransferase (GNAT) domain		GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0008080,GO:0016407,GO:0016410,GO:0016740,GO:0016746,GO:0016747,GO:0044424,GO:0044464											Acetyltransf_1							
pgaptmp_002341	contig72	Protein Homology	CDS	3406	3909		+	0	ID=cds-pgaptmp_002341;Parent=gene-pgaptmp_002341;Name=extdb:pgaptmp_002341;gbkey=CDS;inference=COORDINATES: similar to AA sequence:RefSeq:WP_016380905.1;locus_tag=pgaptmp_002341;product=isochorismatase family protein;protein_id=extdb:pgaptmp_002341;transl_table=11	isochorismatase family protein	543734.LCABL_29560	1.42E-118	338	COG1335@1|root,COG1335@2|Bacteria,1VF7P@1239|Firmicutes,4HQSB@91061|Bacilli,3FC9Z@33958|Lactobacillaceae	91061|Bacilli	Q	Isochorismatase family	yveA												Isochorismatase							
