"id","Category","Locus","Gene Name","Aliases","Assigned Function","deseq2_log2_FC","Avg. Expression","lfc SE","wald stat","p-value","deseq2_q_value","ERGO_Function","GenBank_Function","strand","length_nt","length_aa","GRAVY","Molecular_Weight","Iso_electric_Point","gene_name","Kegg_Orthology","COG_Category_description","KEGG_Pathway_names","COG_category_eggnog","seed_ortholog_eggnog","evalue_eggnog","score_eggnog","Description_eggnog","Preferred_name_eggnog","GOs_eggnog","EC_eggnog","KEGG_ko_eggnog","KEGG_Pathway_eggnog","KEGG_Module_eggnog","KEGG_Reaction_eggnog","KEGG_rclass_eggnog","BRITE_eggnog","KEGG_TC_eggnog","CAZy_eggnog","BiGG_Reaction_eggnog","PFAMs_eggnog","TransAAP_Transporter_Family","TransAAP_Subfamily","TransAAP_Substrate_Function"
"RVCYZ001466","metabolic process;cellular process;response to stimulus;","NODE_10_length_57845_cov_42.835580","rsmA","rsmA, pgaptmp_000010, extdb:pgaptmp_000010","Dimethyladenosine transferase (EC 2.1.1.182)",1.08,2470,0.0748,14.4,5.49E-47,1.28E-45,"Dimethyladenosine transferase (EC 2.1.1.182)","16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))- dimethyltransferase RsmA (EC 2.1.1.182)","negative",891,297,-0.069360269360269,31984.1885,6.20867919921875,"rsmA","K02528 - ksgA - 16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182] [2.1.1.182]","(J) Translation","-","J","552531.BIF_01676",1.13E-208,578,"Specifically dimethylates two adjacent adenosines (A1518 and A1519) in the loop of a conserved hairpin near the 3'-end of 16S rRNA in the 30S particle. May play a critical role in biogenesis of 30S subunits","ksgA","GO:0000154,GO:0000179,GO:0001510,GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006364,GO:0006396,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0008168,GO:0008170,GO:0008173,GO:0008649,GO:0008757,GO:0009451,GO:0009987,GO:0010467,GO:0016070,GO:0016072,GO:0016433,GO:0016740,GO:0016741,GO:0022613,GO:0031167,GO:0032259,GO:0034470,GO:0034641,GO:0034660,GO:0042254,GO:0043170,GO:0043412,GO:0043414,GO:0044085,GO:0044237,GO:0044238,GO:0044260,GO:0044424,GO:0044464,GO:0046483,GO:0071704,GO:0071840,GO:0090304,GO:0140098,GO:0140102,GO:1901360","2.1.1.182","ko:K02528","-","-","R10716","RC00003,RC03257","ko00000,ko01000,ko03009","-","-","-","RrnaAD","NA","NA","NA"
"RVCYZ001469","Uncategorized;","NODE_10_length_57845_cov_42.835580","null","pgaptmp_000014, extdb:pgaptmp_000014","Serine/threonine protein kinase (EC 2.7.11.1)",1.11,6540,0.0854,13,1.52E-38,1.99E-37,"Serine/threonine protein kinase (EC 2.7.11.1)","protein kinase","negative",2115,705,-0.00709219858156,75758.6728000005,5.55535888671875,"None","K01682 - acnB - aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99] [4.2.1.3 4.2.1.99]","(K) Transcription; (L) Replication and repair; (T) Signal Transduction","-","KLT","552531.BIF_01679",0,1391,"Protein tyrosine kinase","-","-","-","-","-","-","-","-","-","-","-","-","Pkinase","NA","NA","NA"
"RVCYZ001472","Uncategorized;","NODE_10_length_57845_cov_42.835580","null","pgaptmp_000017, extdb:pgaptmp_000017","Hypothetical protein",1.12,9230,0.11,10.2,3.07E-24,1.96E-23,"Hypothetical protein","DUF4032 domain-containing protein","positive",1446,482,-0.404356846473029,54379.5461000001,4.75640869140625,"None","K00375 - K00375 - GntR family transcriptional regulator / MocR family aminotransferase; K02282 - cpaE, tadZ - pilus assembly protein CpaE","(K) Transcription; (L) Replication and repair; (T) Signal Transduction","-","KLT","552531.BIF_01046",0,966,"Domain of unknown function (DUF4032)","-","-","-","-","-","-","-","-","-","-","-","-","DUF4032,Kdo","NA","NA","NA"
"RVCYZ001475","metabolic process;cellular process;","NODE_10_length_57845_cov_42.835580","dcd","dcd, pgaptmp_000020, extdb:pgaptmp_000020","Deoxycytidine triphosphate deaminase (EC 3.5.4.13)",1.1,1220,0.102,10.8,2.49E-27,1.86E-26,"Deoxycytidine triphosphate deaminase (EC 3.5.4.13)","dCTP deaminase (EC 3.5.4.13)","positive",579,193,-0.45440414507772,21686.8839,4.99041748046875,"dcd","K01494 - dcd - dCTP deaminase [EC:3.5.4.13] [3.5.4.13]","(F) Nucleotide metabolism and transport","Pyrimidine metabolism; Metabolic pathways","F","552531.BIF_00943",5.78E-143,405,"Belongs to the dCTP deaminase family","dcd","GO:0003674,GO:0003824,GO:0004170,GO:0016462,GO:0016787,GO:0016810,GO:0016814,GO:0016817,GO:0016818,GO:0019239,GO:0033973,GO:0047429","3.5.4.13","ko:K01494","ko00240,ko01100,map00240,map01100","M00053","R00568,R02325","RC00074","ko00000,ko00001,ko00002,ko01000","-","-","-","DCD","NA","NA","NA"
"RVCYZ001476","Uncategorized;","NODE_10_length_57845_cov_42.835580","null","pgaptmp_000021, extdb:pgaptmp_000021","Hypothetical protein",1.34,4280,0.0961,13.9,5.12E-44,9.80E-43,"Hypothetical protein","hypothetical protein","positive",1557,519,-0.6009633911368,53161.5199000002,4.38995361328125,"None","NA","(D) Cell cycle control and mitosis","-","D","552531.BIF_00942",2.47E-253,709,"nuclear chromosome segregation","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RVCYZ001477","Uncategorized;","NODE_10_length_57845_cov_42.835580","null","pgaptmp_000022, extdb:pgaptmp_000022","COBF protein (EC 2.1.1.-)",1.07,3410,0.103,10.4,2.48E-25,1.69E-24,"COBF protein (EC 2.1.1.-)","alpha/beta hydrolase-fold protein","positive",936,312,-0.28397435897436,34212.5118,4.27435302734375,"None","K06999 - K06999 - phospholipase/carboxylesterase","(S) Function Unknown","-","S","552531.BIF_01483",3.82E-232,638,"Phospholipase/Carboxylesterase","-","-","-","ko:K06999","-","-","-","-","ko00000","-","-","-","Abhydrolase_2","NA","NA","NA"
"RVCYZ001479","metabolic process;cellular process;","NODE_10_length_57845_cov_42.835580","null","pgaptmp_000024, extdb:pgaptmp_000024","tRNA-specific adenosine deaminase (EC 3.5.4.-)",1.35,788,0.182,7.39,1.43E-13,5.08E-13,"tRNA-specific adenosine deaminase (EC 3.5.4.-)","nucleoside deaminase (EC 3.5.4.33)","positive",507,169,-0.101775147928994,18146.563,6.64581298828125,"None","K11991 - tadA - tRNA(adenine34) deaminase [EC:3.5.4.33] [3.5.4.33]","(F) Nucleotide metabolism and transport; (J) Translation","Pyrimidine metabolism; Arginine and proline metabolism; Metabolic pathways","FJ","552531.BIF_01481",1.83E-123,352,"Catalyzes the deamination of adenosine to inosine at the wobble position 34 of tRNA(Arg2)","tadA","-","3.5.4.1,3.5.4.33","ko:K01485,ko:K11991","ko00240,ko00330,ko01100,map00240,map00330,map01100","-","R00974,R01411,R02922,R10223","RC00074,RC00477,RC00514,RC00809","ko00000,ko00001,ko01000,ko03016","-","-","-","MafB19-deam,dCMP_cyt_deam_1","NA","NA","NA"
"RVCYZ001480","Uncategorized;","NODE_10_length_57845_cov_42.835580","null","pgaptmp_000025, extdb:pgaptmp_000025","Alpha-galactosidase (EC 3.2.1.22)",1.36,4440,0.106,12.8,1.20E-37,1.50E-36,"Alpha-galactosidase (EC 3.2.1.22)","alpha-galactosidase (EC 3.2.1.22)","positive",2220,740,-0.22,81228.2099000004,5.17413330078125,"None","K07407 - E3.2.1.22B, galA, rafA - alpha-galactosidase [EC:3.2.1.22] [3.2.1.22]","(G) Carbohydrate metabolism and transport","Galactose metabolism; Glycerolipid metabolism; Sphingolipid metabolism; Glycosphingolipid biosynthesis - globo and isoglobo series","G","552531.BIF_00525",0,1516,"Glycosyl hydrolase family 36 N-terminal domain","-","-","3.2.1.22","ko:K07407","ko00052,ko00561,ko00600,ko00603,map00052,map00561,map00600,map00603","-","R01101,R01103,R01104,R01194,R01329,R02926,R03634,R04019,R04470,R05549,R05961,R06091","RC00049,RC00059,RC00451","ko00000,ko00001,ko01000","-","-","-","Glyco_hydro_36C,Glyco_hydro_36N,Melibiase","NA","NA","NA"
"RVCYZ001491","Uncategorized;","NODE_10_length_57845_cov_42.835580","null","pgaptmp_000036, extdb:pgaptmp_000036","Hypothetical cytosolic protein",1,2410,0.169,5.95,2.73E-09,6.94E-09,"Hypothetical cytosolic protein","glycoside hydrolase family 127 protein","positive",2013,671,-0.315201192250372,75369.7515000003,4.81793212890625,"None","K18205 - hypBA1 - non-reducing end beta-L-arabinofuranosidase [EC:3.2.1.185] [3.2.1.185]","(S) Function Unknown","-","S","552531.BIF_01548",0,1378,"Beta-L-arabinofuranosidase, GH127","-","-","3.2.1.185","ko:K09955,ko:K18205","-","-","-","-","ko00000,ko01000","-","GH127","-","Glyco_hydro_127","NA","NA","NA"
"RVCYZ001493","Uncategorized;","NODE_10_length_57845_cov_42.835580","null","pgaptmp_000038, extdb:pgaptmp_000038","Hypothetical protein",1.17,889,0.17,6.9,5.26E-12,1.68E-11,"Hypothetical protein","hypothetical protein","negative",247,82,-1.7609756097561,9199.1177,10.7378540039063,"None","NA","NA","-","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RVCYZ001495","Uncategorized;","NODE_11_length_55415_cov_57.856551","null","pgaptmp_000039, extdb:pgaptmp_000039","Hypothetical membrane associated protein",1.14,466,0.182,6.3,3.03E-10,8.41E-10,"Hypothetical membrane associated protein","DUF4234 domain-containing protein","negative",435,145,0.240689655172414,16615.3833,9.22845458984375,"None","NA","(S) Function Unknown","-","S","552531.BIF_01667",4.75E-106,306,"Domain of unknown function (DUF4234)","-","-","-","-","-","-","-","-","-","-","-","-","DUF4234","NA","NA","NA"
"RVCYZ001499","metabolic process;cellular process;","NODE_11_length_55415_cov_57.856551","null","pgaptmp_000043, extdb:pgaptmp_000043","2,5-diketo-D-gluconic acid reductase (EC 1.1.1.274)",1.07,818,0.0963,11.1,1.48E-28,1.17E-27,"2,5-diketo-D-gluconic acid reductase (EC 1.1.1.274)","aldo/keto reductase","negative",648,216,-0.373611111111111,24591.4416,5.15301513671875,"None","NA","(S) Function Unknown","-","S","552531.BIF_01663",6.38E-154,432,"Aldo/keto reductase family","-","-","1.1.1.346","ko:K06221","-","-","R08878","RC00089","ko00000,ko01000","-","-","-","Aldo_ket_red","NA","NA","NA"
"RVCYZ001500","Uncategorized;","NODE_11_length_55415_cov_57.856551","null","pgaptmp_000044, extdb:pgaptmp_000044","2,5-diketo-D-gluconic acid reductase (EC 1.1.1.274)",1.07,107,0.188,5.71,1.13E-08,2.71E-08,"2,5-diketo-D-gluconic acid reductase (EC 1.1.1.274)","aldo/keto reductase","negative",246,82,0.018292682926829,8823.8681,4.49884033203125,"None","NA","(S) Function Unknown","-","S","797515.HMPREF9103_01461",1.14E-30,116,"reductase","akr5f","-","1.1.1.346","ko:K06221","-","-","R08878","RC00089","ko00000,ko01000","-","-","-","Aldo_ket_red","NA","NA","NA"
"RVCYZ001501","Uncategorized;","NODE_11_length_55415_cov_57.856551","null","pgaptmp_000045, extdb:pgaptmp_000045","Transcriptional regulators, LysR family",1.74,4060,0.0937,18.6,3.73E-77,4.00E-75,"Transcriptional regulators, LysR family","LysR family transcriptional regulator","positive",888,296,-0.335810810810811,33804.7776,5.06427001953125,"None","NA","(K) Transcription","-","K","552531.BIF_01662",1.46E-210,583,"Bacterial regulatory helix-turn-helix protein, lysR family","-","-","-","-","-","-","-","-","-","-","-","-","HTH_1,LysR_substrate","NA","NA","NA"
"RVCYZ001502","Uncategorized;","NODE_11_length_55415_cov_57.856551","null","pgaptmp_000046, extdb:pgaptmp_000046","MazF protein",1.52,412,0.175,8.72,2.85E-18,1.36E-17,"MazF protein","type II toxin-antitoxin system PemK/MazF family toxin (EC 3.1.-.-)","negative",381,127,-0.025196850393701,13830.7249,6.02276611328125,"None","K07171 - mazF, ndoA, chpA - mRNA interferase MazF [EC:3.1.-.-] [3.1.-.-]","(T) Signal Transduction","-","T","552531.BIF_02040",1.01E-86,258,"Toxic component of a toxin-antitoxin (TA) module","-","-","-","ko:K07171","-","-","-","-","ko00000,ko01000,ko02048","-","-","-","PemK_toxin","NA","NA","NA"
"RVCYZ001503","Uncategorized;","NODE_11_length_55415_cov_57.856551","null","pgaptmp_000047, extdb:pgaptmp_000047","MazE protein",1.04,121,0.304,3.43,6.03E-04,9.09E-04,"MazE protein","AbrB/MazE/SpoVT family DNA-binding domain-containing protein","negative",258,86,-0.409302325581395,9359.6474,8.92840576171875,"None","K07172 - mazE, chpAI - antitoxin MazE","(K) Transcription","-","K","1437609.BCAL_2006",5.70E-30,108,"SpoVT / AbrB like domain","-","-","-","-","-","-","-","-","-","-","-","-","MazE_antitoxin","NA","NA","NA"
"RVCYZ001504","Uncategorized;","NODE_11_length_55415_cov_57.856551","null","pgaptmp_000048, extdb:pgaptmp_000048","NA",1.11,54,0.3,3.69,2.28E-04,3.57E-04,"NA","hypothetical protein","positive",147,49,-0.371428571428571,5181.5775,4.52911376953125,"None","NA","NA","-","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RVCYZ001505","Uncategorized;","NODE_11_length_55415_cov_57.856551","null","pgaptmp_000049, extdb:pgaptmp_000049","DNA damage inducible protein yafQ",1.21,169,0.226,5.34,9.08E-08,2.00E-07,"DNA damage inducible protein yafQ","type II toxin-antitoxin system YafQ family toxin","positive",228,76,-0.268421052631579,8265.2549,6.54656982421875,"None","K19157 - yafQ - mRNA interferase YafQ [EC:3.1.-.-] [3.1.-.-]","(S) Function Unknown","-","S","552531.BIF_01661",1.06E-52,165,"Bacterial toxin of type II toxin-antitoxin system, YafQ","-","-","-","ko:K19157","-","-","-","-","ko00000,ko01000,ko02048","-","-","-","YafQ_toxin","NA","NA","NA"
"RVCYZ001506","Uncategorized;","NODE_11_length_55415_cov_57.856551","null","pgaptmp_000050, extdb:pgaptmp_000050","Hypothetical protein",1.02,353,0.202,5.04,4.76E-07,9.77E-07,"Hypothetical protein","hypothetical protein","negative",201,67,-0.265671641791045,7121.7909,4.03631591796875,"None","NA","NA","-","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RVCYZ001509","Uncategorized;","NODE_11_length_55415_cov_57.856551","null","pgaptmp_000053, extdb:pgaptmp_000053","Hypothetical protein",1.14,329,0.133,8.52,1.59E-17,7.21E-17,"Hypothetical protein","hypothetical protein","positive",579,193,0.006735751295337,21315.2287,5.31842041015625,"None","NA","NA","-","-","552531.BIF_02041",1.94E-143,404,"-","-","-","-","-","-","-","-","-","-","-","-","-","-","NA","NA","NA"
"RVCYZ001512","metabolic process;cellular process;biological process involved in interspecies interaction between organisms;response to stimulus;","NODE_11_length_55415_cov_57.856551","null","pgaptmp_000056, extdb:pgaptmp_000056","DNA-cytosine methyltransferase (EC 2.1.1.37)",1.07,1320,0.116,9.21,3.12E-20,1.65E-19,"DNA-cytosine methyltransferase (EC 2.1.1.37)","DNA cytosine methyltransferase","negative",1359,453,-0.431346578366446,51154.3657,6.23944091796875,"None","K00558 - DNMT1, dcm - DNA (cytosine-5)-methyltransferase 1 [EC:2.1.1.37] [2.1.1.37]","(H) Coenzyme metabolis","Cysteine and methionine metabolism; Metabolic pathways; MicroRNAs in cancer","H","552531.BIF_01698",0,936,"C-5 cytosine-specific DNA methylase","-","-","2.1.1.37","ko:K00558","ko00270,ko01100,ko05206,map00270,map01100,map05206","M00035","R04858","RC00003,RC00332","ko00000,ko00001,ko00002,ko01000,ko02048,ko03032,ko03036","-","-","-","DNA_methylase,HTH_17,MerR,MerR_1","NA","NA","NA"
"RVCYZ001515","metabolic process;cellular process;","NODE_11_length_55415_cov_57.856551","null","pgaptmp_000059, extdb:pgaptmp_000059","Pyrophosphohydrolase, MazG family",1.13,332,0.19,5.94,2.82E-09,7.17E-09,"Pyrophosphohydrolase, MazG family","nucleotide pyrophosphohydrolase","positive",321,107,-0.482242990654206,12269.6367,4.53375244140625,"None","NA","(S) Function Unknown","-","S","552531.BIF_01697",5.19E-73,219,"MazG-like family","-","-","-","-","-","-","-","-","-","-","-","-","MazG-like","NA","NA","NA"
"RVCYZ001516","Uncategorized;","NODE_11_length_55415_cov_57.856551","null","pgaptmp_000060, extdb:pgaptmp_000060","Hypothetical protein",1.53,73.7,0.334,4.58,4.71E-06,8.83E-06,"Hypothetical protein","hypothetical protein","negative",267,89,-0.353932584269663,10299.3657,4.45880126953125,"None","NA","NA","-","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RVCYZ001517","Uncategorized;","NODE_11_length_55415_cov_57.856551","null","pgaptmp_000061, extdb:pgaptmp_000061","Hypothetical protein",2.02,231,0.224,9.04,1.52E-19,7.80E-19,"Hypothetical protein","hypothetical protein","negative",273,91,-0.318681318681319,10415.8867,5.42144775390625,"None","NA","NA","-","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RVCYZ001524","Uncategorized;","NODE_11_length_55415_cov_57.856551","null","pgaptmp_000068, extdb:pgaptmp_000068","Hypothetical transcriptional regulatory protein",1.09,463,0.149,7.27,3.64E-13,1.27E-12,"Hypothetical transcriptional regulatory protein","DNA-binding protein","positive",564,188,-0.41968085106383,21308.0873,9.65802001953125,"None","NA","(K) Transcription","Homologous recombination","K","552531.BIF_02048",1.41E-122,351,"Putative ATP-dependent DNA helicase recG C-terminal","-","-","3.6.4.12","ko:K03655","ko03440,map03440","-","-","-","ko00000,ko00001,ko01000,ko03400","-","-","-","AlbA_2,HATPase_c_4,HTH_24","NA","NA","NA"
"RVCYZ001527","Uncategorized;","NODE_11_length_55415_cov_57.856551","null","pgaptmp_000071, extdb:pgaptmp_000071","Zinc metalloprotease (EC 3.4.24.-)",1.33,1690,0.099,13.5,2.01E-41,3.30E-40,"Zinc metalloprotease (EC 3.4.24.-)","SprT family zinc-dependent metalloprotease (EC 3.4.-.-)","negative",762,254,-0.66259842519685,29532.5316,10.5221557617188,"None","K07043 - K07043 - uncharacterized protein","(S) Function Unknown","-","S","552531.BIF_01551",4.87E-187,519,"Protein of unknown function DUF45","-","-","-","ko:K07043","-","-","-","-","ko00000","-","-","-","DUF45","NA","NA","NA"
"RVCYZ001528","Uncategorized;","NODE_11_length_55415_cov_57.856551","null","pgaptmp_000074, extdb:pgaptmp_000074","Hypothetical cytosolic protein",2.53,846,0.19,13.3,1.45E-40,2.25E-39,"Hypothetical cytosolic protein","hypothetical protein","negative",273,91,-0.018681318681319,10418.1192,8.98883056640625,"None","NA","(S) Function Unknown","-","S","552531.BIF_01552",1.39E-63,194,"A circularly permuted ATPgrasp","gcs2","GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944","-","ko:K06048","-","-","-","-","ko00000,ko01000","-","-","-","Alpha-E,CP_ATPgrasp_1,CP_ATPgrasp_2,GCS2","NA","NA","NA"
"RVCYZ001530","Uncategorized;","NODE_11_length_55415_cov_57.856551","null","pgaptmp_000076, extdb:pgaptmp_000076","Mannan endo-1,4-beta-mannosidase (EC 3.2.1.78)",1.58,1550,0.169,9.32,1.22E-20,6.60E-20,"Mannan endo-1,4-beta-mannosidase (EC 3.2.1.78)","carbohydrate binding domain-containing protein","negative",1185,395,-0.81012658227848,42611.5353000001,4.24932861328125,"None","NA","(G) Carbohydrate metabolism and transport","Fructose and mannose metabolism; Quorum sensing","G","552531.BIF_02200",3.89E-214,599,"Glycosyl hydrolase family 26","-","-","3.2.1.78","ko:K01218","ko00051,ko02024,map00051,map02024","-","R01332","RC00467","ko00000,ko00001,ko01000","-","GH26","-","CBM_11,Glyco_hydro_26,SLH","NA","NA","NA"
"RVCYZ001531","Uncategorized;","NODE_11_length_55415_cov_57.856551","null","pgaptmp_000077, extdb:pgaptmp_000077","Mannan endo-1,4-beta-mannosidase (EC 3.2.1.78)",1.94,36,0.363,5.34,9.42E-08,2.07E-07,"Mannan endo-1,4-beta-mannosidase (EC 3.2.1.78)","beta-mannosidase","negative",153,51,-0.409803921568627,5326.9855,9.85870361328125,"None","NA","NA","-","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA"
"RVCYZ001540","metabolic process;cellular process;response to stimulus;","NODE_11_length_55415_cov_57.856551","recF","recF, pgaptmp_000086, extdb:pgaptmp_000086","DNA replication and repair protein recF",1.04,2310,0.0907,11.5,1.58E-30,1.34E-29,"DNA replication and repair protein recF","DNA replication and repair protein RecF","negative",1425,475,-0.253052631578948,51826.7271000001,5.02069091796875,"recF","K03629 - recF - DNA replication and repair protein RecF","(L) Replication and repair","Homologous recombination","L","552531.BIF_01454",0,922,"it is required for DNA replication and normal SOS inducibility. RecF binds preferentially to single-stranded, linear DNA. It also seems to bind ATP","recF","GO:0000731,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0006139,GO:0006259,GO:0006281,GO:0006302,GO:0006725,GO:0006807,GO:0006950,GO:0006974,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0016020,GO:0018130,GO:0019438,GO:0033554,GO:0034641,GO:0034645,GO:0034654,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044424,GO:0044444,GO:0044464,GO:0046483,GO:0050896,GO:0051716,GO:0071704,GO:0071897,GO:0071944,GO:0090304,GO:1901360,GO:1901362,GO:1901576","-","ko:K03629","ko03440,map03440","-","-","-","ko00000,ko00001,ko03400","-","-","-","SMC_N","NA","NA","NA"
"RVCYZ001547","Uncategorized;","NODE_11_length_55415_cov_57.856551","null","pgaptmp_000093, extdb:pgaptmp_000093","Jag protein",1.06,3820,0.13,8.17,3.05E-16,1.28E-15,"Jag protein","R3H domain-containing nucleic acid-binding protein","positive",540,180,-0.607777777777778,20358.3643,4.45123291015625,"None","K06346 - jag - spoIIIJ-associated protein","(S) Function Unknown","-","S","552531.BIF_01209",4.13E-122,348,"Putative single-stranded nucleic acids-binding domain","jag","-","-","ko:K06346","-","-","-","-","ko00000","-","-","-","KH_4,R3H","NA","NA","NA"
"RVCYZ001550","Uncategorized;","NODE_12_length_25629_cov_49.415144","null","pgaptmp_000095, extdb:pgaptmp_000095","Beta-galactosidase (EC 3.2.1.23)",1.12,2580,0.136,8.18,2.85E-16,1.20E-15,"Beta-galactosidase (EC 3.2.1.23)","beta-galactosidase (EC 3.2.1.23)","negative",2103,701,-0.263338088445078,78244.4660000003,4.97637939453125,"None","K12308 - bgaB, lacA - beta-galactosidase [EC:3.2.1.23] [3.2.1.23]","(G) Carbohydrate metabolism and transport","Galactose metabolism","G","552531.BIF_01474",0,1453,"Beta-galactosidase trimerisation domain","-","-","3.2.1.23","ko:K12308","ko00052,map00052","-","R01105","RC00452","ko00000,ko00001,ko01000","-","-","-","Glyco_hydro_42,Glyco_hydro_42M","NA","NA","NA"
